id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm432274,The Elephant Queen,MOVIE,"Join Athena, the majestic matriarch, as she leads her elephant herd across an unforgiving African landscape.",2019,PG,96,"['family', 'documentation']",['GB'],,tt6722976,7.9,1855.0,9.16,7.6
tm446414,Hala,MOVIE,"Meet 17-year-old Hala, who struggles to balance being a suburban teenager with her traditional Muslim upbringing. As she comes into her own, Hala finds herself grappling with a secret that threatens to unravel her family.",2019,R,93,['drama'],['US'],,tt6348410,6.1,2347.0,6.574,6.4
ts216684,Snoopy in Space,SHOW,"Blast off with Snoopy as he fulfills his dream to become a NASA astronaut. Joined by Charlie Brown and the rest of the Peanuts gang, Snoopy takes command of the International Space Station and explores the moon and beyond.",2019,TV-G,8,"['animation', 'comedy', 'family', 'scifi']",['US'],2.0,tt10659366,7.6,667.0,11.257,7.6
ts236744,Fraggle Rock: Rock On!,SHOW,"The Fraggles might be apart in separate caves, but they can still find ways to have fun together! Join Gobo, Red, Boober, Mokey, Wembley, and Uncle Travelling Matt for stories and songs that show everyone how we're all connected.",2020,TV-G,6,['family'],['US'],1.0,tt12187270,6.1,135.0,2.696,8.3
ts251727,The Oprah Conversation,SHOW,"Oprah leads intimate discussions with today’s foremost newsmakers, thought leaders, and masters of their craft. Bringing truth and perspective to a range of topics shaping our world, they reveal gripping stories of human connection.",2020,TV-14,40,['documentation'],['US'],1.0,tt12792004,3.2,345.0,5.025,10.0
tm940705,Bruce Springsteen's Letter to You,MOVIE,"A tribute to The E Street Band, rock ‘n’ roll, and the way music has shaped Bruce Springsteen’s life, this documentary captures Bruce reflecting on love and loss while recording with his full band for the first time since Born in the U.S.A.",2020,,90,"['music', 'documentation']",['US'],,tt13093506,7.3,981.0,6.089,7.9
ts221425,Oprah's Book Club,SHOW,Get a front row seat to unguarded conversations with incredible authors. It’s a book club for today’s world.,2019,TV-14,32,[],['US'],1.0,tt11191198,4.3,129.0,2.275,
tm824584,Dads,MOVIE,"A joyful exploration of modern fatherhood, this doc gathers the testimonies of dads around the world, from famous comedians to everyday parents. Their unfiltered stories speak to the beauty, struggles, and ridiculous hilarity of being a dad today.",2019,PG-13,87,"['documentation', 'comedy', 'family']",['US'],,tt10883124,6.8,1183.0,8.008,6.5
tm850546,Here We Are: Notes for Living on Planet Earth,MOVIE,"On the eve of Earth Day, a precocious seven-year-old learns about the wonders of the planet from his parents—and a mysterious exhibit at the aptly named Museum of Everything. Based on the best-selling children's book by Oliver Jeffers.",2020,G,36,"['animation', 'family']",['GB'],,tt11692010,,,10.646,7.9
ts215388,Helpsters,SHOW,"Cody and the Helpsters are a team of monsters who love to solve problems. Whether it's planning a party or mastering a magic trick, the Helpsters can figure anything out - because everything starts with a plan.",2019,TV-Y,12,"['comedy', 'family', 'music']",['US'],3.0,tt10515488,6.7,193.0,3.251,7.0
ts235703,Oprah Talks COVID-19,SHOW,"How can we mindfully move through a crisis while holding on to ourselves and our humanity? In this series, Oprah has remote conversations with experts and everyday people to provide insight, meaning, and tangible advice for the human spirit.",2020,TV-PG,20,[],['US'],1.0,tt12080818,2.4,110.0,2.964,
ts233254,Doug Unplugs,SHOW,"Hailing from DreamWorks Animation and based on Dan Yaccarino's ""Doug Unplugged"" book series, ""Doug Unplugs"" follows a young robot named Doug who senses there's more to life than just the facts. While other robots plug in for their daily download, curious Doug unplugs and journeys into the human world, and with his best friend Emma, experiences its wonders firsthand. ""Doug Unplugs"" is executive produced by Jim Nolan, Aliki Theofilopoulos and Dan Yaccarino, and stars the voice talents of Brandon James Cienfuegos, Kyrie McAlpin, Eric Bauza, Mae Whitman, Leslie David Baker and Becky Robinson.",2020,TV-Y,22,"['animation', 'family']",['US'],2.0,tt11690802,7.1,73.0,6.335,
