title,volume,authors,year,pages,link,code
Predictive Learning on Hidden Tree-Structured Ising Models,Volume 22,"['Konstantinos E. Nikolakakis', 'Dionysios S. Kalogerias', 'Anand D. Sarwate']",2021,82,https://www.jmlr.org/papers/volume22/19-149/19-149.pdf,https://github.com/KonstantinosNikolakakis
A Distributed Method for Fitting Laplacian Regularized Stratified Models,Volume 22,"['Jonathan Tuck', 'Shane Barratt', 'Stephen Boyd']",2021,37,https://www.jmlr.org/papers/volume22/19-345/19-345.pdf,https://github.com/cvxgrp/strat_models
Stochastic Proximal AUC Maximization,Volume 22,"['Yunwen Lei', 'Yiming Ying']",2021,45,https://www.jmlr.org/papers/volume22/19-418/19-418.pdf,
How to Gain on Power: Novel  Conditional Independence Tests Based on Short Expansion of Conditional Mutual Information,Volume 22,"['Mariusz Kubkowski', 'Jan Mielniczuk', 'PaweÅ\x82 Teisseyre']",2021,57,https://www.jmlr.org/papers/volume22/19-600/19-600.pdf,
Geometric structure of graph Laplacian embeddings,Volume 22,"['NicolÃ¡s GarcÃ\xada Trillos', 'Franca Hoffmann', 'Bamdad Hosseini']",2021,55,https://www.jmlr.org/papers/volume22/19-683/19-683.pdf,
Sparse Tensor Additive Regression,Volume 22,"['Botao Hao', 'Boxiang Wang', 'Pengyuan Wang', 'Jingfei Zhang', 'Jian Yang', 'Will Wei Sun']",2021,43,https://www.jmlr.org/papers/volume22/19-769/19-769.pdf,
Dynamic Tensor Recommender Systems,Volume 22,"['Yanqing Zhang', 'Xuan Bi', 'Niansheng Tang', 'Annie Qu']",2021,35,https://www.jmlr.org/papers/volume22/19-792/19-792.pdf,
Approximate Newton Methods,Volume 22,"['Haishan Ye', 'Luo Luo', 'Zhihua Zhang']",2021,41,https://www.jmlr.org/papers/volume22/19-870/19-870.pdf,
A General Framework for Empirical Bayes Estimation in Discrete Linear Exponential Family,Volume 22,"['Trambak Banerjee', 'Qiang Liu', 'Gourab Mukherjee', 'Wengunag Sun']",2021,46,https://www.jmlr.org/papers/volume22/19-873/19-873.pdf,
Path Length Bounds for Gradient Descent and Flow,Volume 22,"['Chirag Gupta', 'Sivaraman Balakrishnan', 'Aaditya Ramdas']",2021,63,https://www.jmlr.org/papers/volume22/19-979/19-979.pdf,
Determining the Number of Communities in Degree-corrected Stochastic Block Models,Volume 22,"['Shujie Ma', 'Liangjun Su', 'Yichong Zhang']",2021,63,https://www.jmlr.org/papers/volume22/20-037/20-037.pdf,
Testing Conditional Independence via Quantile Regression Based Partial Copulas,Volume 22,"['Lasse Petersen', 'Niels Richard Hansen']",2021,47,https://www.jmlr.org/papers/volume22/20-1074/20-1074.pdf,https://github.com/lassepetersen/partial-copula-CI-test
Phase Diagram for Two-layer ReLU Neural Networks at Infinite-width Limit,Volume 22,"['Tao Luo', 'Zhi-Qin John Xu', 'Zheng Ma', 'Yaoyu Zhang']",2021,47,https://www.jmlr.org/papers/volume22/20-1123/20-1123.pdf,https://github.com/xuzhiqin1990/phasediagram_twolayerNN
Prediction against a limited adversary,Volume 22,"['Erhan Bayraktar', 'Ibrahim Ekren', 'Xin Zhang']",2021,33,https://www.jmlr.org/papers/volume22/20-1234/20-1234.pdf,
"Optimization with Momentum: Dynamical, Control-Theoretic, and Symplectic Perspectives",Volume 22,"['Michael Muehlebach', 'Michael I. Jordan']",2021,50,https://www.jmlr.org/papers/volume22/20-207/20-207.pdf,
"Kernel Operations on the GPU, with Autodiff, without Memory Overflows",Volume 22,"['Benjamin Charlier', 'Jean Feydy', 'Joan Alexis GlaunÃ¨s', 'FranÃ§ois-David Collin', 'Ghislain Durif']",2021,6,https://www.jmlr.org/papers/volume22/20-275/20-275.pdf,https://github.com/getkeops/keops/
Attention is Turing-Complete,Volume 22,"['Jorge PÃ©rez', 'Pablo BarcelÃ³', 'Javier Marinkovic']",2021,35,https://www.jmlr.org/papers/volume22/20-302/20-302.pdf,
Analyzing the discrepancy principle for kernelized spectral filter learning algorithms,Volume 22,"['Alain Celisse', 'Martin Wahl']",2021,59,https://www.jmlr.org/papers/volume22/20-358/20-358.pdf,
ChainerRL: A Deep Reinforcement Learning Library,Volume 22,"['Yasuhiro Fujita', 'Prabhat Nagarajan', 'Toshiki Kataoka', 'Takahiro Ishikawa']",2021,14,https://www.jmlr.org/papers/volume22/20-376/20-376.pdf,https://github.com/chainer/chainerrl
POT: Python Optimal Transport,Volume 22,"['RÃ©mi Flamary', 'Nicolas Courty', 'Alexandre Gramfort', 'Mokhtar Z. Alaya', 'AurÃ©lie Boisbunon', 'Stanislas Chambon', 'Laetitia Chapel', 'Adrien Corenflos', 'Kilian Fatras', 'Nemo Fournier', 'LÃ©o Gautheron', 'Nathalie T.H. Gayraud', 'Hicham Janati', 'Alain Rakotomamonjy', 'Ievgen Redko', 'Antoine Rolet', 'Antony Schutz', 'Vivien Seguy', 'Danica J. Sutherland', 'Romain Tavenard', 'Alexander Tong', 'Titouan Vayer']",2021,8,https://www.jmlr.org/papers/volume22/20-451/20-451.pdf,https://github.com/PythonOT/POT
"Is SGD a Bayesian sampler? Well, almost",Volume 22,"['Chris Mingard', 'Guillermo Valle-PÃ©rez', 'Joar Skalse', 'Ard A. Louis']",2021,64,https://www.jmlr.org/papers/volume22/20-676/20-676.pdf,
"Communication-Efficient Distributed Covariance Sketch, with Application to Distributed PCA",Volume 22,"['Zengfeng Huang', 'Xuemin Lin', 'Wenjie Zhang', 'Ying Zhang']",2021,38,https://www.jmlr.org/papers/volume22/20-705/20-705.pdf,
Knowing what You Know: valid and validated confidence sets in multiclass and multilabel prediction,Volume 22,"['Maxime Cauchois', 'Suyash Gupta', 'John C. Duchi']",2021,42,https://www.jmlr.org/papers/volume22/20-753/20-753.pdf,
PyKEEN 1.0: A Python Library for Training and Evaluating Knowledge Graph Embeddings,Volume 22,"['Mehdi Ali', 'Max Berrendorf', 'Charles Tapley Hoyt', 'Laurent Vermue', 'Sahand Sharifzadeh', 'Volker Tresp', 'Jens Lehmann']",2021,6,https://www.jmlr.org/papers/volume22/20-825/20-825.pdf,
Statistical Query Lower Bounds for Tensor PCA,Volume 22,"['Rishabh Dudeja', 'Daniel Hsu']",2021,51,https://www.jmlr.org/papers/volume22/20-837/20-837.pdf,
Variance Reduced Median-of-Means Estimator for Byzantine-Robust Distributed Inference,Volume 22,"['Jiyuan Tu', 'Weidong Liu', 'Xiaojun Mao', 'Xi Chen']",2021,67,https://www.jmlr.org/papers/volume22/20-950/20-950.pdf,
Gradient Methods Never Overfit On Separable Data,Volume 22,['Ohad Shamir'],2021,20,https://www.jmlr.org/papers/volume22/20-997/20-997.pdf,
Multi-view Learning as a Nonparametric Nonlinear Inter-Battery Factor Analysis,Volume 22,"['Andreas Damianou', 'Neil D. Lawrence', 'Carl Henrik Ek']",2021,51,https://www.jmlr.org/papers/volume22/16-179/16-179.pdf,
On Solving Probabilistic Linear Diophantine Equations,Volume 22,"['Patrick Kreitzberg', 'Oliver Serang']",2021,24,https://www.jmlr.org/papers/volume22/17-474/17-474.pdf,https://bitbucket.org/orserang/evergreenforest
Edge Sampling Using Local Network Information,Volume 22,['Can M. Le'],2021,29,https://www.jmlr.org/papers/volume22/18-240/18-240.pdf,
Bayesian Text Classification and Summarization via A Class-Specified Topic Model,Volume 22,"['Feifei Wang', 'Junni L. Zhang', 'Yichao Li', 'Ke Deng', 'Jun S. Liu']",2021,48,https://www.jmlr.org/papers/volume22/18-332/18-332.pdf,
Risk Bounds for Unsupervised Cross-Domain Mapping with IPMs,Volume 22,"['Tomer Galanti', 'Sagie Benaim', 'Lior Wolf']",2021,42,https://www.jmlr.org/papers/volume22/18-489/18-489.pdf,https://github.com/TomerGalanti/RiskBoundsCrossDomain
Analysis of high-dimensional Continuous Time Markov Chains using the Local Bouncy Particle Sampler,Volume 22,"['Tingting Zhao', 'Alexandre Bouchard-CÃ´tÃ©']",2021,41,https://www.jmlr.org/papers/volume22/18-651/18-651.pdf,https://github.com/zhaottcrystal/rejfreePy_main
NEU: A Meta-Algorithm for Universal UAP-Invariant Feature Representation,Volume 22,"['Anastasis Kratsios', 'Cody Hyndman']",2021,51,https://www.jmlr.org/papers/volume22/18-803/18-803.pdf,https://github.com/AnastasisKratsios/NEU_Non_Euclidean_Upgrading
Flexible Signal Denoising via Flexible Empirical Bayes Shrinkage,Volume 22,"['Zhengrong Xing', 'Peter Carbonetto', 'Matthew Stephens']",2021,28,https://www.jmlr.org/papers/volume22/19-042/19-042.pdf,https://www.github.com/stephenslab/smashr
Consistent Semi-Supervised Graph Regularization for High Dimensional Data,Volume 22,"['Xiaoyi Mai', 'Romain Couillet']",2021,48,https://www.jmlr.org/papers/volume22/19-081/19-081.pdf,
Histogram Transform Ensembles for Large-scale Regression,Volume 22,"['Hanyuan Hang', 'Zhouchen Lin', 'Xiaoyu Liu', 'Hongwei Wen']",2021,87,https://www.jmlr.org/papers/volume22/19-1004/19-1004.pdf,
Guided Visual Exploration of Relations in Data Sets,Volume 22,"['Kai PuolamÃ¤ki', 'Emilia Oikarinen', 'Andreas Henelius']",2021,32,https://www.jmlr.org/papers/volume22/19-364/19-364.pdf,https://github.com/edahelsinki/corand
Safe Policy Iteration: A Monotonically Improving Approximate Policy Iteration Approach,Volume 22,"['Alberto Maria Metelli', 'Matteo Pirotta', 'Daniele Calandriello', 'Marcello Restelli']",2021,83,https://www.jmlr.org/papers/volume22/19-707/19-707.pdf,
"On the Theory of Policy Gradient Methods: Optimality, Approximation, and Distribution Shift",Volume 22,"['Alekh Agarwal', 'Sham M. Kakade', 'Jason D. Lee', 'Gaurav Mahajan']",2021,76,https://www.jmlr.org/papers/volume22/19-736/19-736.pdf,
Adaptive estimation of nonparametric functionals,Volume 22,"['Lin Liu', 'Rajarshi Mukherjee', 'James M. Robins', 'Eric Tchetgen Tchetgen']",2021,66,https://www.jmlr.org/papers/volume22/19-892/19-892.pdf,
OpenML-Python: an extensible Python API for OpenML,Volume 22,"['Matthias Feurer', 'Jan N. van Rijn', 'Arlind Kadra', 'Pieter Gijsbers', 'Neeratyoy Mallik', 'Sahithya Ravi', 'Andreas MÃ¼ller', 'Joaquin Vanschoren', 'Frank Hutter']",2021,5,https://www.jmlr.org/papers/volume22/19-920/19-920.pdf,https://github.com/openml/openml-python/
LocalGAN: Modeling Local Distributions for Adversarial Response Generation,Volume 22,"['Baoxun Wang', 'Zhen Xu', 'Huan Zhang', 'Kexin Qiu', 'Deyuan Zhang', 'Chengjie Sun']",2021,29,https://www.jmlr.org/papers/volume22/20-052/20-052.pdf,https://github.com/dreasysnail/converse_GAN
Learning a High-dimensional Linear Structural Equation Model via l1-Regularized Regression,Volume 22,"['Gunwoong Park', 'Sang Jun Moon', 'Sion Park', 'Jong-June Jeon']",2021,41,https://www.jmlr.org/papers/volume22/20-1005/20-1005.pdf,
A Unified Analysis of First-Order Methods for Smooth Games via Integral Quadratic Constraints,Volume 22,"['Guodong Zhang', 'Xuchan Bao', 'Laurent Lessard', 'Roger Grosse']",2021,39,https://www.jmlr.org/papers/volume22/20-1068/20-1068.pdf,https://github.com/gd-zhang/IQC-Game
Explaining Explanations: Axiomatic Feature Interactions for Deep Networks,Volume 22,"['Joseph D. Janizek', 'Pascal Sturmfels', 'Su-In Lee']",2021,54,https://www.jmlr.org/papers/volume22/20-1223/20-1223.pdf,https://github.com/suinleelab/path_explain
Pathwise Conditioning of Gaussian Processes,Volume 22,"['James T. Wilson', 'Viacheslav Borovitskiy', 'Alexander Terenin', 'Peter Mostowsky', 'Marc Peter Deisenroth']",2021,47,https://www.jmlr.org/papers/volume22/20-1260/20-1260.pdf,https://github.com/j-wilson/GPflowSampling
Online stochastic gradient descent on non-convex losses from high-dimensional inference,Volume 22,"['Gerard Ben Arous', 'Reza Gheissari', 'Aukosh Jagannath']",2021,51,https://www.jmlr.org/papers/volume22/20-1288/20-1288.pdf,
Beyond English-Centric Multilingual Machine Translation,Volume 22,"['Angela Fan', 'Shruti Bhosale', 'Holger Schwenk', 'Zhiyi Ma', 'Ahmed El-Kishky', 'Siddharth Goyal', 'Mandeep Baines', 'Onur Celebi', 'Guillaume Wenzek', 'Vishrav Chaudhary', 'Naman Goyal', 'Tom Birch', 'Vitaliy Liptchinsky', 'Sergey Edunov', 'Michael Auli', 'Armand Joulin']",2021,48,https://www.jmlr.org/papers/volume22/20-1307/20-1307.pdf,https://github.com/pytorch/fairseq/tree/master/examples/m2m_100
Towards a Unified Analysis of Random Fourier Features,Volume 22,"['Zhu Li', 'Jean-Francois Ton', 'Dino Oglic', 'Dino Sejdinovic']",2021,51,https://www.jmlr.org/papers/volume22/20-1369/20-1369.pdf,
mvlearn: Multiview Machine Learning in Python,Volume 22,"['Ronan Perry', 'Gavin Mischler', 'Richard Guo', 'Theodore Lee', 'Alexander Chang', 'Arman Koul', 'Cameron Franz', 'Hugo Richard', 'Iain Carmichael', 'Pierre Ablin', 'Alexandre Gramfort', 'Joshua T. Vogelstein']",2021,7,https://www.jmlr.org/papers/volume22/20-1370/20-1370.pdf,https://github.com/mvlearn/mvlearn
River: machine learning for streaming data in Python,Volume 22,"['Jacob Montiel', 'Max Halford', 'Saulo Martiello Mastelini', 'Geoffrey Bolmier', 'Raphael Sourty', 'Robin Vaysse', 'Adil Zouitine', 'Heitor Murilo Gomes', 'Jesse Read', 'Talel Abdessalem', 'Albert Bifet']",2021,8,https://www.jmlr.org/papers/volume22/20-1380/20-1380.pdf,https://github.com/online-ml/river
Non-parametric Quantile Regression via the K-NN Fused Lasso,Volume 22,"['Steven Siwei Ye', 'Oscar Hernan Madrid Padilla']",2021,38,https://www.jmlr.org/papers/volume22/20-1462/20-1462.pdf,https://github.com/stevenysw/qt_knnfl
L-SVRG and L-Katyusha with Arbitrary Sampling,Volume 22,"['Xun Qian', 'Zheng Qu', 'Peter RichtÃ¡rik']",2021,47,https://www.jmlr.org/papers/volume22/20-156/20-156.pdf,
A Lyapunov Analysis of Accelerated Methods in Optimization,Volume 22,"['Ashia C. Wilson', 'Ben Recht', 'Michael I. Jordan']",2021,34,https://www.jmlr.org/papers/volume22/20-195/20-195.pdf,
NUQSGD: Provably Communication-efficient Data-parallel SGD via Nonuniform Quantization,Volume 22,"['Ali Ramezani-Kebrya', 'Fartash Faghri', 'Ilya Markov', 'Vitalii Aksenov', 'Dan Alistarh', 'Daniel M. Roy']",2021,43,https://www.jmlr.org/papers/volume22/20-255/20-255.pdf,
Stochastic Proximal Methods for Non-Smooth Non-Convex Constrained Sparse Optimization,Volume 22,"['Michael R. Metel', 'Akiko Takeda']",2021,36,https://www.jmlr.org/papers/volume22/20-287/20-287.pdf,
An Importance Weighted Feature Selection Stability Measure,Volume 22,"['Victor Hamer', 'Pierre Dupont']",2021,57,https://www.jmlr.org/papers/volume22/20-366/20-366.pdf,
"Strong Consistency, Graph Laplacians, and the Stochastic Block Model",Volume 22,"['Shaofeng Deng', 'Shuyang Ling', 'Thomas Strohmer']",2021,44,https://www.jmlr.org/papers/volume22/20-391/20-391.pdf,
A General Framework for Adversarial Label Learning,Volume 22,"['Chidubem Arachie', 'Bert Huang']",2021,33,https://www.jmlr.org/papers/volume22/20-537/20-537.pdf,https://github.com/VTCSML/Adversarial-Label-Learning
Some Theoretical Insights into Wasserstein GANs,Volume 22,"['GÃ©rard Biau', 'Maxime Sangnier', 'Ugo Tanielian']",2021,45,https://www.jmlr.org/papers/volume22/20-553/20-553.pdf,
Empirical Bayes Matrix Factorization,Volume 22,"['Wei Wang', 'Matthew Stephens']",2021,40,https://www.jmlr.org/papers/volume22/20-589/20-589.pdf,https://github.com/stephenslab/flashr
Langevin Dynamics for Adaptive Inverse Reinforcement Learning of Stochastic Gradient Algorithms,Volume 22,"['Vikram Krishnamurthy', 'George Yin']",2021,49,https://www.jmlr.org/papers/volume22/20-625/20-625.pdf,
Sparse Convex Optimization via Adaptively Regularized Hard Thresholding,Volume 22,"['Kyriakos Axiotis', 'Maxim Sviridenko']",2021,47,https://www.jmlr.org/papers/volume22/20-661/20-661.pdf,
Convergence Guarantees for Gaussian Process Means With  Misspecified Likelihoods and Smoothness,Volume 22,"['George Wynne', 'FranÃ§ois-Xavier Briol', 'Mark Girolami']",2021,40,https://www.jmlr.org/papers/volume22/20-662/20-662.pdf,
A flexible model-free prediction-based framework for feature ranking,Volume 22,"['Jingyi Jessica Li', 'Yiling Elaine Chen', 'Xin Tong']",2021,54,https://www.jmlr.org/papers/volume22/20-673/20-673.pdf,https://github.com/JSB-UCLA/frc
Bandit Convex Optimization in Non-stationary Environments,Volume 22,"['Peng Zhao', 'Guanghui Wang', 'Lijun Zhang', 'Zhi-Hua Zhou']",2021,45,https://www.jmlr.org/papers/volume22/20-763/20-763.pdf,
Integrative High Dimensional Multiple Testing with Heterogeneity under Data Sharing Constraints,Volume 22,"['Molei Liu', 'Yin Xia', 'Kelly Cho', 'Tianxi Cai']",2021,26,https://www.jmlr.org/papers/volume22/20-774/20-774.pdf,
LassoNet: A Neural Network with Feature Sparsity,Volume 22,"['Ismael Lemhadri', 'Feng Ruan', 'Louis Abraham', 'Robert Tibshirani']",2021,29,https://www.jmlr.org/papers/volume22/20-848/20-848.pdf,https://github.com/lasso-net/
Optimal Bounds between f-Divergences and Integral Probability Metrics,Volume 22,"['Rohit Agrawal', 'Thibaut Horel']",2021,59,https://www.jmlr.org/papers/volume22/20-867/20-867.pdf,
Finite-sample Analysis of Interpolating Linear Classifiers in the Overparameterized Regime,Volume 22,"['Niladri S. Chatterji', 'Philip M. Long']",2021,30,https://www.jmlr.org/papers/volume22/20-974/20-974.pdf,
Learning Whenever Learning is Possible: Universal Learning under General Stochastic Processes,Volume 22,['Steve Hanneke'],2021,116,https://www.jmlr.org/papers/volume22/17-298/17-298.pdf,
MushroomRL: Simplifying Reinforcement Learning Research,Volume 22,"[""Carlo D'Eramo"", 'Davide Tateo', 'Andrea Bonarini', 'Marcello Restelli', 'Jan Peters']",2021,5,https://www.jmlr.org/papers/volume22/18-056/18-056.pdf,https://github.com/MushroomRL/mushroom-rl
Locally Differentially-Private Randomized Response for Discrete Distribution Learning,Volume 22,"['Adriano Pastore', 'Michael Gastpar']",2021,56,https://www.jmlr.org/papers/volume22/18-726/18-726.pdf,
A Contextual Bandit Bake-off,Volume 22,"['Alberto Bietti', 'Alekh Agarwal', 'John Langford']",2021,49,https://www.jmlr.org/papers/volume22/18-863/18-863.pdf,https://github.com/albietz/cb_bakeoff
An Inertial Newton Algorithm for Deep Learning,Volume 22,"['Camille Castera', 'JÃ©rÃ´me Bolte', 'CÃ©dric FÃ©votte', 'Edouard Pauwels']",2021,31,https://www.jmlr.org/papers/volume22/19-1024/19-1024.pdf,https://github.com/camcastera/INNA-for-DeepLearning
Learning Sparse Classifiers: Continuous and Mixed Integer Optimization Perspectives,Volume 22,"['Antoine Dedieu', 'Hussein Hazimeh', 'Rahul Mazumder']",2021,47,https://www.jmlr.org/papers/volume22/19-1049/19-1049.pdf,https://github.com/hazimehh/L0Learn
Implicit Langevin Algorithms for Sampling From Log-concave Densities,Volume 22,"['Liam Hodgkinson', 'Robert Salomone', 'Fred Roosta']",2021,30,https://www.jmlr.org/papers/volume22/19-292/19-292.pdf,
Hybrid Predictive Models: When an Interpretable Model Collaborates with a Black-box Model,Volume 22,"['Tong Wang', 'Qihang Lin']",2021,38,https://www.jmlr.org/papers/volume22/19-325/19-325.pdf,https://github.com/wangtongada/HyRS
An algorithmic view of L2 regularization and some path-following algorithms,Volume 22,"['Yunzhang Zhu', 'Renxiong Liu']",2021,62,https://www.jmlr.org/papers/volume22/19-477/19-477.pdf,
Hoeffding's Inequality for General Markov Chains and Its Applications to Statistical Learning,Volume 22,"['Jianqing Fan', 'Bai Jiang', 'Qiang Sun']",2021,35,https://www.jmlr.org/papers/volume22/19-479/19-479.pdf,
Generalization Properties of hyper-RKHS and its Applications,Volume 22,"['Fanghui Liu', 'Lei Shi', 'Xiaolin Huang', 'Jie Yang', 'Johan A.K. Suykens']",2021,38,https://www.jmlr.org/papers/volume22/19-482/19-482.pdf,
Pseudo-Marginal Hamiltonian Monte Carlo,Volume 22,"['Johan AlenlÃ¶v', 'Arnoud Doucet', 'Fredrik Lindsten']",2021,45,https://www.jmlr.org/papers/volume22/19-486/19-486.pdf,
Inference for Multiple Heterogeneous Networks with a Common Invariant Subspace,Volume 22,"['JesÃºs Arroyo', 'Avanti Athreya', 'Joshua Cape', 'Guodong Chen', 'Carey E. Priebe', 'Joshua T. Vogelstein']",2021,49,https://www.jmlr.org/papers/volume22/19-558/19-558.pdf,https://github.com/jesusdaniel/mase
