title,volume,authors,year,pages,link,code
Cover Tree Bayesian Reinforcement Learning,Volume 15,"['Nikolaos Tziortziotis', 'Christos Dimitrakakis', 'Konstantinos Blekas']",2014,23,https://www.jmlr.org/papers/volume15/tziortziotis14a/tziortziotis14a.pdf,
Efficient State-Space Inference of Periodic Latent Force Models,Volume 15,"['Steven Reece', 'Siddhartha Ghosh', 'Alex Rogers', 'Stephen Roberts', 'Nicholas R. Jennings']",2014,61,https://www.jmlr.org/papers/volume15/reece14a/reece14a.pdf,
Spectral Learning of Latent-Variable PCFGs: Algorithms and Sample Complexity,Volume 15,"['Shay B. Cohen', 'Karl Stratos', 'Michael Collins', 'Dean P. Foster', 'Lyle Ungar']",2014,51,https://www.jmlr.org/papers/volume15/cohen14a/cohen14a.pdf,
On Multilabel Classification and Ranking with Bandit Feedback,Volume 15,"['Claudio Gentile', 'Francesco Orabona']",2014,37,https://www.jmlr.org/papers/volume15/gentile14a/gentile14a.pdf,
Beyond the Regret Minimization Barrier: Optimal Algorithms for Stochastic Strongly-Convex Optimization,Volume 15,"['Elad Hazan', 'Satyen Kale']",2014,24,https://www.jmlr.org/papers/volume15/hazan14a/hazan14a.pdf,
One-Shot-Learning Gesture Recognition using HOG-HOF Features,Volume 15,"['Jakub Konecny', 'Michal Hagara']",2014,20,https://www.jmlr.org/papers/volume15/konecny14a/konecny14a.pdf,
Contextual Bandits with Similarity Information,Volume 15,"['Aleks', 'rs Slivkins']",2014,36,https://www.jmlr.org/papers/volume15/slivkins14a/slivkins14a.pdf,
Boosting Algorithms for Detector Cascade Learning,Volume 15,"['Mohammad Saberian', 'Nuno Vasconcelos']",2014,37,https://www.jmlr.org/papers/volume15/saberian14a/saberian14a.pdf,
Efficient and Accurate Methods for Updating Generalized Linear Models with Multiple Feature Additions,Volume 15,"['Amit Dhur', 'har', 'Marek Petrik']",2014,21,https://www.jmlr.org/papers/volume15/dhurandhar14a/dhurandhar14a.pdf,
Bayesian Estimation of Causal Direction in Acyclic Structural Equation Models with Individual-specific Confounder Variables and Non-Gaussian Distributions,Volume 15,"['Shohei Shimizu', 'Kenneth Bollen']",2014,24,https://www.jmlr.org/papers/volume15/shimizu14a/shimizu14a.pdf,
A Truncated EM Approach for Spike-and-Slab Sparse Coding,Volume 15,"['Abdul-Saboor Sheikh', 'Jacquelyn A. Shelton', 'JÃ¶rg LÃ¼cke']",2014,35,https://www.jmlr.org/papers/volume15/sheikh14a/sheikh14a.pdf,
Efficient Occlusive Components Analysis,Volume 15,"['Marc Henniges', 'Richard E. Turner', 'Maneesh Sahani', 'Julian Eggert', 'JÃ¶rg LÃ¼cke']",2014,34,https://www.jmlr.org/papers/volume15/henniges14a/henniges14a.pdf,
Optimality of Graphlet Screening in High Dimensional Variable Selection,Volume 15,"['Jiashun Jin', 'Cun-Hui Zhang', 'Qi Zhang']",2014,50,https://www.jmlr.org/papers/volume15/jin14a/jin14a.pdf,
Tensor Decompositions for Learning Latent Variable Models,Volume 15,"['Animashree Anandkumar', 'Rong Ge', 'Daniel Hsu', 'Sham M. Kakade', 'Matus Telgarsky']",2014,60,https://www.jmlr.org/papers/volume15/anandkumar14b/anandkumar14b.pdf,
Bayesian Entropy Estimation for Countable Discrete Distributions,Volume 15,"['Evan Archer', 'Il Memming Park', 'Jonathan W. Pillow']",2014,36,https://www.jmlr.org/papers/volume15/archer14a/archer14a.pdf,
Confidence Intervals and Hypothesis Testing for High-Dimensional Regression,Volume 15,"['Adel Javanmard', 'Andrea Montanari']",2014,41,https://www.jmlr.org/papers/volume15/javanmard14a/javanmard14a.pdf,
QUIC: Quadratic Approximation for Sparse Inverse Covariance Estimation,Volume 15,"['Cho-Jui Hsieh', 'MÃ¡tyÃ¡s A. Sustik', 'Inderjit S. Dhillon', 'Pradeep Ravikumar']",2014,37,https://www.jmlr.org/papers/volume15/hsieh14a/hsieh14a.pdf,
Multimodal Learning with Deep Boltzmann Machines,Volume 15,"['Nitish Srivastava', 'Ruslan Salakhutdinov']",2014,32,https://www.jmlr.org/papers/volume15/srivastava14b/srivastava14b.pdf,
Optimal Data Collection For Informative Rankings Expose Well-Connected Graphs,Volume 15,"['Braxton Osting', 'Christoph Brune', 'Stanley J.  Osher']",2014,32,https://www.jmlr.org/papers/volume15/osting14a/osting14a.pdf,
Bayesian Co-Boosting for Multi-modal Gesture Recognition,Volume 15,"['Jiaxiang Wu', 'Jian Cheng']",2014,24,https://www.jmlr.org/papers/volume15/wu14a/wu14a.pdf,
Effective String Processing and Matching for Author Disambiguation,Volume 15,"['Wei-Sheng Chin', 'Yong Zhuang', 'Yu-Chin Juan', 'Felix Wu', 'Hsiao-Yu Tung', 'Tong Yu', 'Jui-Pin Wang', 'Cheng-Xia Chang', 'Chun-Pai Yang', 'Wei-Cheng Chang', 'Kuan-Hao Huang', 'Tzu-Ming Kuo', 'Shan-Wei Lin', 'Young-San Lin', 'Yu-Chen Lu', 'Yu-Chuan Su', 'Cheng-Kuang Wei', 'Tu-Chun Yin', 'Chun-Liang Li', 'Ting-Wei Lin', 'Cheng-Hao Tsai', 'Shou-De Lin', 'Hsuan-Tien Lin', 'Chih-Jen Lin']",2014,28,https://www.jmlr.org/papers/volume15/chin14a/chin14a.pdf,
High-Dimensional Learning of Linear Causal Networks via Inverse Covariance Estimation,Volume 15,"['Po-Ling Loh', 'Peter BÃ¼hlmann']",2014,41,https://www.jmlr.org/papers/volume15/loh14a/loh14a.pdf,
"Recursive Teaching Dimension, VC-Dimension and Sample Compression",Volume 15,"['Thorsten Doliwa', 'Gaojian Fan', 'Hans Ulrich Simon', 'Sandra Zilles']",2014,25,https://www.jmlr.org/papers/volume15/doliwa14a/doliwa14a.pdf,
Do we Need Hundreds of Classifiers to Solve Real World Classification Problems?,Volume 15,"['Manuel FernÃ¡ndez-Delgado', 'Eva Cernadas', 'SenÃ©n Barro', 'Dinani Amorim']",2014,49,https://www.jmlr.org/papers/volume15/delgado14a/delgado14a.pdf,
ooDACE Toolbox: A Flexible Object-Oriented Kriging Implementation,Volume 15,"['Ivo Couckuyt', 'Tom Dhaene', 'Piet Demeester']",2014,4,https://www.jmlr.org/papers/volume15/couckuyt14a/couckuyt14a.pdf,
Robust Online Gesture Recognition with Crowdsourced Annotations,Volume 15,"['Long-Van Nguyen-Dinh', 'Alberto Calatroni', 'Gerhard Tr\\""{o}ster']",2014,34,https://www.jmlr.org/papers/volume15/nguyendinh14a/nguyendinh14a.pdf,
Accelerating t-SNE using Tree-Based Algorithms,Volume 15,['Laurens van der Maaten'],2014,25,https://www.jmlr.org/papers/volume15/vandermaaten14a/vandermaaten14a.pdf,
Set-Valued Approachability and Online Learning with Partial Monitoring,Volume 15,"['Shie Mannor', 'Vianney Perchet', 'Gilles Stoltz']",2014,49,https://www.jmlr.org/papers/volume15/mannor14a/mannor14a.pdf,
Learning Graphical Models With Hubs,Volume 15,"['Kean Ming Tan', 'Palma London', 'Karthik Mohan', 'Su-In Lee', 'Maryam Fazel', 'Daniela Witten']",2014,35,https://www.jmlr.org/papers/volume15/tan14b/tan14b.pdf,
Inconsistency of Pitman-Yor Process Mixtures for the Number of Components,Volume 15,"['Jeffrey W. Miller', 'Matthew T. Harrison']",2014,38,https://www.jmlr.org/papers/volume15/miller14a/miller14a.pdf,
Active Contextual Policy Search,Volume 15,"['Alexander Fabisch', 'Jan Hendrik Metzen']",2014,29,https://www.jmlr.org/papers/volume15/fabisch14a/fabisch14a.pdf,
"Matrix Completion with the Trace Norm: Learning, Bounding, and Transducing",Volume 15,"['Ohad Shamir', 'Shai Shalev-Shwartz']",2014,23,https://www.jmlr.org/papers/volume15/shamir14a/shamir14a.pdf,
Statistical Analysis of Metric Graph Reconstruction,Volume 15,"['Fabrizio Lecci', 'Aless', 'ro Rinaldo', 'Larry Wasserman']",2014,22,https://www.jmlr.org/papers/volume15/lecci14a/lecci14a.pdf,
Alternating Linearization for Structured Regularization Problems,Volume 15,"['Xiaodong Lin', 'Minh Pham', ""Andrzej Ruszczy\\'{n}ski""]",2014,35,https://www.jmlr.org/papers/volume15/lin14a/lin14a.pdf,
The Gesture Recognition Toolkit,Volume 15,"['Nicholas Gillian', 'Joseph A. Paradiso']",2014,5,https://www.jmlr.org/papers/volume15/gillian14a/gillian14a.pdf,
Convolutional Nets and Watershed Cuts for Real-Time Semantic Labeling of RGBD Videos,Volume 15,"['Camille Couprie', ""Cl\\'{e}ment Farabet"", 'Laurent Najman', 'Yann LeCun']",2014,23,https://www.jmlr.org/papers/volume15/couprie14a/couprie14a.pdf,
On the Bayes-Optimality of F-Measure Maximizers,Volume 15,"['Willem Waegeman', ""Krzysztof Dembczy{\\'n}ski"", 'Arkadiusz Jachnik', 'Weiwei Cheng', 'Eyke HÃ¼llermeier']",2014,56,https://www.jmlr.org/papers/volume15/waegeman14a/waegeman14a.pdf,
SPMF: A Java Open-Source Pattern Mining Library,Volume 15,"['Philippe Fournier-Viger', 'Antonio Gomariz', 'Ted Gueniche', 'Azadeh Soltani', 'Cheng-Wei Wu', 'Vincent S. Tseng']",2014,5,https://www.jmlr.org/papers/volume15/fournierviger14a/fournierviger14a.pdf,
Efficient Learning and Planning with Compressed Predictive States,Volume 15,"['William Hamilton', 'Mahdi Milani Fard', 'Joelle Pineau']",2014,45,https://www.jmlr.org/papers/volume15/hamilton14a/hamilton14a.pdf,
Revisiting Stein's Paradox: Multi-Task Averaging,Volume 15,"['Sergey Feldman', 'Maya R. Gupta', 'Bela A. Frigyik']",2014,42,https://www.jmlr.org/papers/volume15/feldman14a/feldman14a.pdf,
Multi-Objective Reinforcement Learning using Sets of Pareto Dominating Policies,Volume 15,"['Kristof Van Moffaert', 'Ann NowÃ©']",2014,30,https://www.jmlr.org/papers/volume15/vanmoffaert14a/vanmoffaert14a.pdf,
Seeded Graph Matching for Correlated Erdos-Renyi Graphs,Volume 15,"['Vince Lyzinski', 'Donniell E. Fishkind', 'Carey E. Priebe']",2014,28,https://www.jmlr.org/papers/volume15/lyzinski14a/lyzinski14a.pdf,
Asymptotic Accuracy of Distribution-Based Estimation of Latent Variables,Volume 15,['Keisuke Yamazaki'],2014,22,https://www.jmlr.org/papers/volume15/yamazaki14a/yamazaki14a.pdf,
What Regularized Auto-Encoders Learn from the Data-Generating Distribution,Volume 15,"['Guillaume Alain', 'Yoshua Bengio']",2014,31,https://www.jmlr.org/papers/volume15/alain14a/alain14a.pdf,
Revisiting Bayesian Blind Deconvolution,Volume 15,"['David Wipf', 'Haichao Zhang']",2014,40,https://www.jmlr.org/papers/volume15/wipf14a/wipf14a.pdf,
New Results for Random Walk Learning,Volume 15,"['Jeffrey C. Jackson', 'Karl Wimmer']",2014,32,https://www.jmlr.org/papers/volume15/jackson14a/jackson14a.pdf,
Transfer Learning Decision Forests for Gesture Recognition,Volume 15,"['Norberto A. Goussies', 'SebastiÃ¡n Ubalde', 'Marta Mejail']",2014,24,https://www.jmlr.org/papers/volume15/goussies14a/goussies14a.pdf,
Semi-Supervised Eigenvectors for Large-Scale Locally-Biased Learning,Volume 15,"['Toke J. Hansen', 'Michael W. Mahoney']",2014,44,https://www.jmlr.org/papers/volume15/hansen14a/hansen14a.pdf,
"BayesOpt: A Bayesian Optimization Library for Nonlinear Optimization, Experimental Design and Bandits",Volume 15,['Ruben Martinez-Cantin'],2014,5,https://www.jmlr.org/papers/volume15/martinezcantin14a/martinezcantin14a.pdf,
Order-Independent Constraint-Based Causal Structure Learning,Volume 15,"['Diego Colombo', 'Marloes H. Maathuis']",2014,42,https://www.jmlr.org/papers/volume15/colombo14a/colombo14a.pdf,
Effective Sampling and Learning for Mallows Models with Pairwise-Preference Data,Volume 15,"['Tyler Lu', 'Craig Boutilier']",2014,47,https://www.jmlr.org/papers/volume15/lu14a/lu14a.pdf,
Robust Hierarchical Clustering,Volume 15,"['Maria-Florina Balcan', 'Yingyu Liang', 'Pramod Gupta']",2014,41,https://www.jmlr.org/papers/volume15/balcan14a/balcan14a.pdf,
Parallelizing Exploration-Exploitation Tradeoffs in Gaussian Process Bandit Optimization,Volume 15,"['Thomas Desautels', 'Andreas Krause', 'Joel W. Burdick']",2014,51,https://www.jmlr.org/papers/volume15/desautels14a/desautels14a.pdf,
Active Imitation Learning: Formal and Practical Reductions to I.I.D. Learning,Volume 15,"['Kshitij Judah', 'Alan P. Fern', 'Thomas G. Dietterich', 'Prasad Tadepalli']",2014,39,https://www.jmlr.org/papers/volume15/judah14a/judah14a.pdf,
Manifold Regularization and Semi-supervised Learning: Some Theoretical Analyses,Volume 14,['Partha Niyogi'],2013,22,https://www.jmlr.org/papers/volume14/niyogi13a/niyogi13a.pdf,
Random Spanning Trees and the Prediction of Weighted Graphs,Volume 14,"['NicolÃ² Cesa-Bianchi', 'Claudio Gentile', 'Fabio Vitale', 'Giovanni Zappella']",2013,34,https://www.jmlr.org/papers/volume14/cesa-bianchi13a/cesa-bianchi13a.pdf,
Regularization-Free Principal Curve Estimation,Volume 14,"['Samuel Gerber', 'Ross Whitaker']",2013,18,https://www.jmlr.org/papers/volume14/gerber13a/gerber13a.pdf,
Stochastic Variational Inference,Volume 14,"['Matthew D. Hoffman', 'David M. Blei', 'Chong Wang', 'John Paisley']",2013,45,https://www.jmlr.org/papers/volume14/hoffman13a/hoffman13a.pdf,
Multicategory Large-Margin Unified Machines,Volume 14,"['Chong Zhang', 'Yufeng Liu']",2013,38,https://www.jmlr.org/papers/volume14/liu13a/liu13a.pdf,
Finding Optimal Bayesian Networks Using Precedence Constraints,Volume 14,"['Pekka Parviainen', 'Mikko Koivisto']",2013,29,https://www.jmlr.org/papers/volume14/parviainen13a/parviainen13a.pdf,
JKernelMachines: A Simple Framework for Kernel Machines,Volume 14,"['David Picard', 'Nicolas Thome', 'Matthieu Cord']",2013,5,https://www.jmlr.org/papers/volume14/picard13a/picard13a.pdf,
Asymptotic Results on Adaptive False Discovery Rate Controlling Procedures Based on Kernel Estimators,Volume 14,['Pierre Neuvial'],2013,37,https://www.jmlr.org/papers/volume14/neuvial13a/neuvial13a.pdf,
Conjugate Relation between Loss Functions and Uncertainty Sets in Classification Problems,Volume 14,"['Takafumi Kanamori', 'Akiko Takeda', 'Taiji Suzuki']",2013,44,https://www.jmlr.org/papers/volume14/kanamori13a/kanamori13a.pdf,
A Risk Comparison of Ordinary Least Squares vs Ridge Regression,Volume 14,"['Paramveer S. Dhillon', 'Dean P.  Foster', 'Sham M.  Kakade', 'Lyle H. Ungar']",2013,7,https://www.jmlr.org/papers/volume14/dhillon13a/dhillon13a.pdf,
On the Learnability of Shuffle Ideals,Volume 14,"['Dana Angluin', 'James Aspnes', 'Sarah Eisenstat', 'Aryeh Kontorovich']",2013,19,https://www.jmlr.org/papers/volume14/angluin13a/angluin13a.pdf,
Fast Generalized Subset Scan for Anomalous Pattern Detection,Volume 14,"['Edward McFowl', 'III', 'Skyler Speakman', 'Daniel B. Neill']",2013,29,https://www.jmlr.org/papers/volume14/mcfowland13a/mcfowland13a.pdf,
Sub-Local Constraint-Based Learning of Bayesian Networks Using A Joint Dependence Criterion,Volume 14,"['Rami Mahdi', 'Jason Mezey']",2013,41,https://www.jmlr.org/papers/volume14/mahdi13a/mahdi13a.pdf,
Dimension Independent Similarity Computation,Volume 14,"['Reza Bosagh Zadeh', 'Ashish Goel']",2013,22,https://www.jmlr.org/papers/volume14/bosagh-zadeh13a/bosagh-zadeh13a.pdf,
Dynamic Affine-Invariant Shape-Appearance Handshape Features and Classification in Sign Language Videos,Volume 14,"['Anastasios Roussos', 'Stavros Theodorakis', 'Vassilis Pitsikalis', 'Petros Maragos']",2013,37,https://www.jmlr.org/papers/volume14/roussos13a/roussos13a.pdf,
Nonparametric Sparsity and Regularization,Volume 14,"['Lorenzo Rosasco', 'Silvia Villa', 'Sofia Mosci', 'Matteo Santoro', 'Aless', 'ro Verri']",2013,50,https://www.jmlr.org/papers/volume14/rosasco13a/rosasco13a.pdf,
Similarity-based Clustering by Left-Stochastic Matrix Factorization,Volume 14,"['Raman Arora', 'Maya R. Gupta', 'Amol Kapila', 'Maryam Fazel']",2013,32,https://www.jmlr.org/papers/volume14/arora13a/arora13a.pdf,
On the Convergence of Maximum Variance Unfolding,Volume 14,"['Ery Arias-Castro', 'Bruno Pelletier']",2013,24,https://www.jmlr.org/papers/volume14/arias-castro13a/arias-castro13a.pdf,
Variable Selection in High-Dimension with Random Designs and Orthogonal Matching Pursuit,Volume 14,['Antony Joseph'],2013,30,https://www.jmlr.org/papers/volume14/joseph13a/joseph13a.pdf,
Random Walk Kernels and Learning Curves for Gaussian Process Regression on Random Graphs,Volume 14,"['Matthew J. Urry', 'Peter Sollich']",2013,35,https://www.jmlr.org/papers/volume14/urry13a/urry13a.pdf,
Distributions of Angles in Random Packing on Spheres,Volume 14,"['Tony Cai', 'Jianqing Fan', 'Tiefeng Jiang']",2013,28,https://www.jmlr.org/papers/volume14/cai13a/cai13a.pdf,
Cluster Analysis: Unsupervised Learning via Supervised Learning with a Non-convex Penalty,Volume 14,"['Wei Pan', 'Xiaotong Shen', 'Binghui Liu']",2013,25,https://www.jmlr.org/papers/volume14/pan13a/pan13a.pdf,
Generalized Spike-and-Slab Priors for Bayesian Group Feature Selection Using Expectation Propagation,Volume 14,"['Daniel HernÃ¡ndez-Lobato', 'JosÃ© Miguel HernÃ¡ndez-Lobato', 'Pierre Dupont']",2013,55,https://www.jmlr.org/papers/volume14/hernandez-lobato13a/hernandez-lobato13a.pdf,
Alleviating Naive Bayes Attribute Independence Assumption by Attribute Weighting,Volume 14,"['Nayyar A. Zaidi', 'JesÃºs Cerquides', 'Mark J. Carman', 'Geoffrey I. Webb']",2013,42,https://www.jmlr.org/papers/volume14/zaidi13a/zaidi13a.pdf,
Machine Learning with Operational Costs,Volume 14,"['Theja Tulab', 'hula', 'Cynthia Rudin']",2013,40,https://www.jmlr.org/papers/volume14/tulabandhula13a/tulabandhula13a.pdf,
Approximating the Permanent with Fractional Belief Propagation,Volume 14,"['Michael Chertkov', 'Adam B. Yedidia']",2013,38,https://www.jmlr.org/papers/volume14/chertkov13a/chertkov13a.pdf,
Construction of Approximation Spaces for Reinforcement Learning,Volume 14,"['Wendelin BÃ¶hmer', 'Steffen GrÃ¼newÃ¤lder', 'Yun Shen', 'Marek Musial', 'Klaus Obermayer']",2013,52,https://www.jmlr.org/papers/volume14/boehmer13a/boehmer13a.pdf,
Distribution-Dependent Sample Complexity of Large Margin Learning,Volume 14,"['Sivan Sabato', 'Nathan Srebro', 'Naftali Tishby']",2013,31,https://www.jmlr.org/papers/volume14/sabato13a/sabato13a.pdf,
Convex and Scalable Weakly Labeled SVMs,Volume 14,"['Yu-Feng Li', 'Ivor W. Tsang', 'James T. Kwok', 'Zhi-Hua Zhou']",2013,38,https://www.jmlr.org/papers/volume14/li13a/li13a.pdf,
Language-Motivated Approaches to Action Recognition,Volume 14,"['Manavender R. Malgireddy', 'Ifeoma Nwogu', 'Venu Govindaraju']",2013,24,https://www.jmlr.org/papers/volume14/malgireddy13a/malgireddy13a.pdf,
Segregating Event Streams and Noise with a Markov Renewal Process Model,Volume 14,"['Dan Stowell', 'Mark D. Plumbley']",2013,26,https://www.jmlr.org/papers/volume14/stowell13a/stowell13a.pdf,
Gaussian Kullback-Leibler Approximate Inference,Volume 14,"['Edward Challis', 'David Barber']",2013,48,https://www.jmlr.org/papers/volume14/challis13a/challis13a.pdf,
Message-Passing Algorithms for Quadratic Minimization,Volume 14,"['Nicholas Ruozzi', 'Sekhar Tatikonda']",2013,28,https://www.jmlr.org/papers/volume14/ruozzi13a/ruozzi13a.pdf,
The Rate of Convergence of AdaBoost,Volume 14,"['Indraneel Mukherjee', 'Cynthia Rudin', 'Robert E. Schapire']",2013,33,https://www.jmlr.org/papers/volume14/mukherjee13b/mukherjee13b.pdf,
Orange: Data Mining Toolbox in Python,Volume 14,"['Janez DemÅ¡ar', 'TomaÅ¾ Curk', 'AleÅ¡ Erjavec', 'Ä\x8crt Gorup', 'TomaÅ¾ HoÄ\x8devar', 'Mitar MilutinoviÄ\x8d', 'Martin MoÅ¾ina', 'Matija Polajnar', 'Marko Toplak', 'AnÅ¾e StariÄ\x8d', 'Miha Å\xa0tajdohar', 'Lan Umek', 'Lan Å½agar', 'Jure Å½bontar', 'Marinka Å½itnik', 'BlaÅ¾ Zupan']",2013,5,https://www.jmlr.org/papers/volume14/demsar13a/demsar13a.pdf,
Tapkee: An Efficient Dimension Reduction Library,Volume 14,"['Sergey Lisitsyn', 'Christian Widmer', 'Fernando J. Iglesias Garcia']",2013,5,https://www.jmlr.org/papers/volume14/lisitsyn13a/lisitsyn13a.pdf,
On the Mutual Nearest Neighbors Estimate in Regression,Volume 14,"['Arnaud Guyader', 'Nick Hengartner']",2013,16,https://www.jmlr.org/papers/volume14/guyader13a/guyader13a.pdf,
Distance Preserving Embeddings for General n-Dimensional Manifolds,Volume 14,['Nakul Verma'],2013,34,https://www.jmlr.org/papers/volume14/verma13a/verma13a.pdf,
Supervised Feature Selection in Graphs with Path Coding Penalties and Network Flows,Volume 14,"['Julien Mairal', 'Bin Yu']",2013,37,https://www.jmlr.org/papers/volume14/mairal13a/mairal13a.pdf,
Greedy Feature Selection for Subspace Clustering,Volume 14,"['Eva L. Dyer', 'Aswin C. Sankaranarayanan', 'Richard G. Baraniuk']",2013,31,https://www.jmlr.org/papers/volume14/dyer13a/dyer13a.pdf,
Learning Bilinear Model for Matching Queries and Documents,Volume 14,"['Wei Wu', 'Zhengdong  Lu', 'Hang Li']",2013,30,https://www.jmlr.org/papers/volume14/wu13a/wu13a.pdf,
One-shot Learning Gesture Recognition from RGB-D Data Using Bag of Features,Volume 14,"['Jun Wan', 'Qiuqi Ruan', 'Wei Li', 'Shuang Deng']",2013,34,https://www.jmlr.org/papers/volume14/wan13a/wan13a.pdf,
Efficient Active Learning of Halfspaces: An Aggressive Approach,Volume 14,"['Alon Gonen', 'Sivan Sabato', 'Shai Shalev-Shwartz']",2013,33,https://www.jmlr.org/papers/volume14/gonen13a/gonen13a.pdf,
Keep It Simple And Sparse: Real-Time Action Recognition,Volume 14,"['Sean Ryan Fanello', 'Ilaria Gori', 'Giorgio Metta', 'Francesca Odone']",2013,24,https://www.jmlr.org/papers/volume14/fanello13a/fanello13a.pdf,
Maximum Volume Clustering: A New Discriminative Clustering Approach,Volume 14,"['Gang Niu', 'Bo Dai', 'Lin Shang', 'Masashi Sugiyama']",2013,47,https://www.jmlr.org/papers/volume14/niu13a/niu13a.pdf,
"Sparse/Robust Estimation and Kalman Smoothing with Nonsmooth Log-Concave Densities: Modeling, Computation, and Theory",Volume 14,"['Aleks', 'r Y. Aravkin', 'James V. Burke', 'Gianluigi Pillonetto']",2013,40,https://www.jmlr.org/papers/volume14/aravkin13a/aravkin13a.pdf,
Improving CUR Matrix Decomposition and the Nystrom Approximation via Adaptive Sampling,Volume 14,"['Shusen Wang', 'Zhihua Zhang']",2013,41,https://www.jmlr.org/papers/volume14/wang13c/wang13c.pdf,
Training Energy-Based Models for Time-Series Imputation,Volume 14,"[""Phil\\'{e}mon Brakel"", 'Dirk Stroob', 't', 'Benjamin Schrauwen']",2013,27,https://www.jmlr.org/papers/volume14/brakel13a/brakel13a.pdf,
Belief Propagation for Continuous State Spaces: Stochastic Message-Passing with Quantitative Guarantees,Volume 14,"['Nima Noorshams', 'Martin J. Wainwright']",2013,37,https://www.jmlr.org/papers/volume14/noorshams13a/noorshams13a.pdf,
A Binary-Classification-Based Metric between Time-Series Distributions and Its Use in Statistical and Learning Problems,Volume 14,"['Daniil Ryabko', 'JÃ©rÃ©mie Mary']",2013,20,https://www.jmlr.org/papers/volume14/ryabko13a/ryabko13a.pdf,
Perturbative Corrections for Approximate Inference in Gaussian Latent Variable Models,Volume 14,"['Manfred Opper', 'Ulrich Paquet', 'Ole Winther']",2013,42,https://www.jmlr.org/papers/volume14/opper13a/opper13a.pdf,
The CAM Software for Nonnegative Blind Source Separation in R-Java,Volume 14,"['Niya Wang', 'Fan Meng', 'Li Chen', 'Subha Madhavan', 'Robert Clarke', 'Eric P. Hoffman', 'Jianhua Xuan', 'Yue Wang']",2013,5,https://www.jmlr.org/papers/volume14/wang13d/wang13d.pdf,
A Near-Optimal Algorithm for Differentially-Private Principal Components,Volume 14,"['Kamalika Chaudhuri', 'Anand D. Sarwate', 'Kaushik Sinha']",2013,39,https://www.jmlr.org/papers/volume14/chaudhuri13a/chaudhuri13a.pdf,
Parallel Vector Field Embedding,Volume 14,"['Binbin Lin', 'Xiaofei He', 'Chiyuan Zhang', 'Ming Ji']",2013,33,https://www.jmlr.org/papers/volume14/lin13a/lin13a.pdf,
Multi-Stage Multi-Task Feature Learning,Volume 14,"['Pinghua Gong', 'Jieping Ye', 'Changshui Zhang']",2013,32,https://www.jmlr.org/papers/volume14/gong13a/gong13a.pdf,
A Plug-in Approach to Neyman-Pearson Classification,Volume 14,['Xin Tong'],2013,30,https://www.jmlr.org/papers/volume14/tong13a/tong13a.pdf,
Experiment Selection for Causal Discovery,Volume 14,"['Antti Hyttinen', 'Frederick Eberhardt', 'Patrik O. Hoyer']",2013,31,https://www.jmlr.org/papers/volume14/hyttinen13a/hyttinen13a.pdf,
Stationary-Sparse Causality Network Learning,Volume 14,"['Yuejia He', 'Yiyuan She', 'Dapeng Wu']",2013,32,https://www.jmlr.org/papers/volume14/he13a/he13a.pdf,
Algorithms and Hardness Results for Parallel Large Margin Learning,Volume 14,"['Philip M. Long', 'Rocco A. Servedio']",2013,24,https://www.jmlr.org/papers/volume14/long13a/long13a.pdf,
Large-scale SVD and Manifold Learning,Volume 14,"['Ameet Talwalkar', 'Sanjiv Kumar', 'Mehryar Mohri', 'Henry Rowley']",2013,24,https://www.jmlr.org/papers/volume14/talwalkar13a/talwalkar13a.pdf,
QuantMiner for Mining Quantitative Association Rules,Volume 14,"['Ansaf Salleb-Aouissi', 'Christel Vrain', 'Cyril Nortet', 'Xiangrong Kong', 'Vivek Rathod', 'Daniel Cassard']",2013,5,https://www.jmlr.org/papers/volume14/salleb-aouissi13a/salleb-aouissi13a.pdf,
Divvy: Fast and Intuitive Exploratory Data Analysis,Volume 14,"['Joshua M. Lewis', 'Virginia R. de Sa', 'Laurens van der Maaten']",2013,5,https://www.jmlr.org/papers/volume14/lewis13a/lewis13a.pdf,
Variational Algorithms for Marginal MAP,Volume 14,"['Qiang Liu', 'Alexander Ihler']",2013,36,https://www.jmlr.org/papers/volume14/liu13b/liu13b.pdf,
GURLS: A Least Squares Library for Supervised Learning,Volume 14,"['Andrea Tacchetti', 'Pavan K. Mallapragada', 'Matteo Santoro', 'Lorenzo Rosasco']",2013,5,https://www.jmlr.org/papers/volume14/tacchetti13a/tacchetti13a.pdf,
Counterfactual Reasoning and Learning Systems: The Example of Computational Advertising,Volume 14,"['LÃ©on Bottou', 'Jonas Peters', 'Joaquin QuiÃ±onero-Candela', 'Denis X. Charles', 'D. Max Chickering', 'Elon Portugaly', 'Dipankar Ray', 'Patrice Simard', 'Ed Snelson']",2013,54,https://www.jmlr.org/papers/volume14/bottou13a/bottou13a.pdf,
Multivariate Convex Regression with Adaptive Partitioning,Volume 14,"['Lauren A. Hannah', 'David B. Dunson']",2013,34,https://www.jmlr.org/papers/volume14/hannah13a/hannah13a.pdf,
Fast MCMC Sampling for Markov Jump Processes and Extensions,Volume 14,"['Vinayak Rao', 'Yee Whye Teh']",2013,26,https://www.jmlr.org/papers/volume14/rao13a/rao13a.pdf,
Communication-Efficient Algorithms for Statistical Optimization,Volume 14,"['Yuchen Zhang', 'John C. Duchi', 'Martin J. Wainwright']",2013,43,https://www.jmlr.org/papers/volume14/zhang13b/zhang13b.pdf,
