id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts81173,Cinderella Chef,SHOW,"Ye Jia Yao travels back in time to the ancient times, where she becomes the daughter of a magistrate with the name Ye Jin Xuan. When she wakes up she is suddenly kidnapped to Hei Fang Camp where she meets the leader of the bandits, Xia Chun Yu, the former young master of the Jing An Marquis manor. The two then get engaged in a fake marriage. Ye Jia Yao starts to win over hearts, including Xia Chun Yu's, with her superb cooking skills and modern street smarts.",2018,,37,"['scifi', 'comedy', 'fantasy', 'romance']",['CN'],1.0,tt9165940,7.8,47.0,6.86,9.2
ts85654,"Village Survival, the Eight",SHOW,"In an abandoned land where no one lives anymore, 8 entertainers build the ultimate utopia. A new-generation genre of entertainment creation through which we can see unexpected creativity and fierce survival ability of entertainers, solving problems about food, clothing, and shelter, deciding the community village’s fate like job, age, taste, and lifestyle.",2018,,81,['reality'],['KR'],2.0,tt11295790,8.5,56.0,7.121,9.0
ts78402,Should We Kiss First,SHOW,Son Moo-Han works as a managing director of an advertising company. An Soon-Jin lost her daughter unexpectedly and she works as a flight attendant. Eun Kyung-Soo is An Soon-Jin’s ex-husband and he is now married to Baek Ji-Min.,2018,,29,"['drama', 'romance']",['KR'],1.0,tt7897044,7.2,63.0,2.72,6.0
tm376343,The Vanished,MOVIE,A detective investigates the disappearance of a woman's corpse from a morgue and tries to uncover the cause of her death.,2018,,101,"['thriller', 'crime']",['KR'],,tt6955298,6.5,1185.0,4.779,7.1
ts270015,애나야 밥먹자,SHOW,,2017,,13,['drama'],['KR'],1.0,,,,1.26,
ts82525,Risky Romance,SHOW,A neurosurgeon with anger management issues becomes the perfect test subject and love interest for an endocrinologist obsessed with the study of hormones.,2018,,48,"['comedy', 'drama', 'romance']",['KR'],1.0,tt8523020,7.2,79.0,3.6,8.3
ts81774,The Taoism Grandmaster,SHOW,"It has been foretold over three thousand years ago that the apocalypse is impending and that one Taoist grandmaster will emerge to save the world. To give the people a fighting chance, the immortals have gathered a team of gifted individuals in search for the sacred shield.",2018,,46,"['action', 'scifi', 'fantasy', 'history']",['CN'],1.0,tt10443788,8.8,62.0,22.948,
ts80859,Here to Heart,SHOW,She has more than work on her mind. Wen Nuan decides to quit her high-paying job in England to work as an executive assistant to the founder of a high-tech company in China. Zhan Nan Xian started the company with his classmates and used his financial savvy to weather the economic downturn and keep the company successful. It turns out that Wen Nuan and Nan Xian were in a relationship in the past. Can Wen Nuan make herself indispensable to Nan Xian in both his work and his life?,2018,TV-14,45,"['drama', 'romance']",['CN'],1.0,tt8791742,7.5,219.0,4.003,8.3
ts85166,Just Want to See You Smile,SHOW,"Shu Zhan is a popular superstar, however, people do not know that he has a syndrome that causes him to fear skin contact with people.

Everything changes when he meets Xiao Xing, a girl who is unable to act in front of a camera without freezing up, being stuck as an extra all her life, who he is able to make contact with. What will their relationship be like?",2018,,41,[],['CN'],1.0,,,,1.4,9.0
ts82407,The Destiny of White Snake,SHOW,A retelling of the popular Chinese folktale Legend of the White Snake that depicts the romance between a white snake spirit and a mortal physician.,2018,,44,['drama'],['CN'],1.0,,,,6.983,8.3
tm426019,Beautiful Vampire,MOVIE,The beautiful 500-year-old vampire who lived a quiet life running a dressing room in a secluded alley. There has come a fatal crisis to her. The smell of the boy who likes her constantly stimulates her vampire instinct which has been suppressed for a while,2018,,72,"['fantasy', 'drama', 'romance']",['KR'],,tt9089908,5.3,247.0,5.223,7.1
ts83980,The Fox's Summer,SHOW,"Gu Chengze, the adopted son of the Gu family, is the CEO of Gu Mall Corporation. Mrs. Gu wishes for her biological grandson, Gu Jinyu to take over the company; and Gu Chengze is tasked to guide the rightful heir towards becoming a respectful businessman. During this time, he meets fashion designer Li Yanshu and discovers that she is Gu Jinyu's ex-girlfriend. He decides to hire her aboard to motivate Gu Jinyu, who still harbors feelings for Li Yanshu. The plan worked on when Gu Jinyu decides to join the company and pursue her. When Mrs. Gu finds out about Gu Jinyu's feelings for Li Yanshu, she was livid and tells Gu Chengze to separate the both of them. This creates an opportunity for Gu Chengze and Li Yanshu to get closer to each other, and they fell in love. With the help of Li Yanshu, Gu Chengze overcomes many difficult situations. Gu Jinyu, after undergoing life-changing experiences, also matures and successfully took over his company.",2017,,44,"['drama', 'comedy', 'romance']",['CN'],2.0,tt9020738,7.8,85.0,9.225,10.0
