id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm244374,Prey,MOVIE,"After being put on a supposedly uninhabited island as a form of behavioral rehabilitation, a high school senior finds that he's not alone on the island, and that getting discovered could be deadly.",2019,PG-13,85,"['thriller', 'horror']",['US'],,tt5699928,4.6,2914.0,10.754,4.8
tm451583,Crossbreed,MOVIE,"In the near future, the President of the United States hires a team of mercenaries to retrieve an alien bio-weapon from a top secret research facility orbiting the Earth. The plan is working until the cargo escapes.",2019,,86,"['scifi', 'comedy', 'thriller', 'action']",['US'],,tt5258074,4.0,4437.0,7.182,4.4
tm577581,Invasion Planet Earth,MOVIE,"After the death of his young daughter, Thomas Dunn is a man who has lost his faith. On the day he finds out his wife is pregnant again, aliens invade the Earth.",2019,PG-13,98,"['scifi', 'action', 'drama']",['GB'],,tt3827540,3.0,1165.0,20.825,5.5
tm821075,Dark Encounter,MOVIE,"A year after the mysterious disappearance of an 8 year-old girl, we meet her grieving family as they return home from her memorial service in their small town. Later that evening, strange lights appear in the nearby forest and the family is exposed to an inexplicably strange phenomenon that rattles them to the core. The origin of the lights appear to be visitors from another world that seemingly terrorize the family. What they don't realize is that these 'beings' will lead the family to the truth behind the little girl's disturbing disappearance.",2019,,97,"['thriller', 'horror', 'scifi']",['GB'],,tt8269120,5.2,3544.0,5.358,5.4
tm898537,Uncle Peckerhead,MOVIE,"When a punk band scores their first tour, life on the road proves tough when they are joined by a man-eating demon as a roadie.",2020,,97,['horror'],['US'],,,,,6.439,6.0
tm435275,The Boat,MOVIE,A lone fisherman on his daily run finds himself lost in a thick fog which proves impossible to navigate. The worst is yet to come when his encounter with a seemingly abandoned sailboat becomes a fight for survival against an enemy unknown.,2019,,89,"['thriller', 'horror']","['GB', 'MT']",,tt11565170,5.7,3675.0,7.506,5.2
tm836253,Mermaid Down,MOVIE,"A mermaid is ripped from the Pacific, her tail is chopped off and she's thrown into a mental home where no one believes she is a mermaid.",2019,,91,"['thriller', 'horror', 'fantasy']",['US'],,tt3584496,5.4,9990.0,53.134,6.7
tm945888,The Retreat,MOVIE,"A man finds himself alone and lost after a horrifying encounter with a monster during a backpacking trip into the Adirondack High Peaks. Now, he must fight for his life, and sanity, as he battles the evil Native American legend, The Wendigo.",2020,,88,['horror'],['XX'],,tt12198524,4.3,828.0,1.994,5.5
tm830471,A Night of Horror: Nightmare Radio,MOVIE,"Rod, radio DJ, hosts a popular horror-themed show packed with tales of terror for eager listeners. When he receives alarming calls from a horrified child things start to feel off.",2019,,100,['horror'],"['AR', 'NZ']",,tt10756374,5.0,3624.0,22.907,5.6
tm897062,They Reach,MOVIE,"In 1979, a young girl stumbles upon a possessed tape player. She unknowingly unleashes a demonic entity that haunts her family while slowly dragging the small town of Clarkston to Hell.",2020,,88,['horror'],['US'],,,,,15.503,7.7
tm473007,Room for Rent,MOVIE,Lonely widow Joyce rents out a room in her house and becomes dangerously obsessed with one of her guests.,2019,,81,"['thriller', 'horror', 'crime']",['US'],,tt6747818,5.4,4821.0,5.288,6.7
tm479449,Girls Guns and Blood,MOVIE,A Sexy Grindhouse/Action/Comedy where a little brothel in Texas gets robbed by a gang of thieves. The ladies are not going to take this laying down and track down the thieves and take them out one by one in both sexual and violent ways.,2019,,75,"['comedy', 'action', 'crime', 'thriller']",['US'],,tt7554632,4.1,446.0,3.653,4.4
tm510878,The Manson Family Massacre,MOVIE,"In this unique take on the infamous Manson murders we follow two generations of chilling real life events which occur at 10050 Cielo Drive, one of America's most notorious addresses.",2019,,90,"['crime', 'horror', 'thriller']",['US'],,tt7661028,3.0,321.0,5.352,5.9
tm861123,Hoax,MOVIE,"An investigation into a camping trip gone wrong turns into a fight for survival when a team, including a brilliant primate specialist and led by a ruthless television producer, must come to grips with the possible existence of Bigfoot.",2019,,96,['horror'],['US'],,,,,4.953,4.6
tm477757,Time Loop,MOVIE,"A young Londoner scientist, running experiments with his father in a quiet Italian village, has to face consequences for choices he hasn't made yet.",2019,,83,"['scifi', 'european']",['IT'],,tt8458534,3.7,558.0,3.079,5.7
tm471873,After We Leave,MOVIE,"A sci-fi drama about a man struggling to find his wife, who he abandoned six years ago, before their visa to emmigrate to an off-world colony expires.",2019,,82,"['drama', 'scifi']",['US'],,tt5715656,4.3,401.0,27.38,5.4
